review_id,steamid,language,sentiment,voted_up,created_kst,updated_kst,created_unix,updated_unix,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,review,status,gone_kst,first_seen_kst,last_seen_kst,flip_count,flip_log,review_ko
228237112,76561198130062976,english,positive,TRUE,2026-06-18 16:42:27,2026-06-18 16:43:43,1781768547,1781768623,7,1,0.5432,FALSE,TRUE,"[H2]OM NOM NOM GOES THE DINOSAUR FISH[/H2]

In DAVE THE DIVER In the Jungle, Dave leaves the Blue Hole behind and heads to Utara Village with his team to investigate a very normal problem: dinosaurs washing up on beaches. Naturally, this leads to exploring a polluted jungle lake, uncovering ancient ruins, opening a second restaurant, collecting insects, battling beetles, making friends with villagers, and somehow ending up with a dog.

What surprised me most is that this doesn't feel like the usual kind of DLC we see so often in the industry now. Instead of launching as a separate game, it attaches itself directly onto the end of DAVE THE DIVER's story. All your upgrades carry over, and you can still visit the Blue Hole whenever you want. 

Utara Village is amazing. The villagers have their own jobs, quests to give you, and distinct personalities. You can give gifts, decorate your house, upgrade the restaurant, and slowly become part of the community. 

The DLC also introduces a ridiculous number of things to do. There's a forest full of hostile animals that trigger Pokémon-style battles, there are platforming puzzles, you can collect beetles and make them fight each other, and a super fun Jenga-like minigame where you stack carvings of wooden animals on a table. 

Oh, and you get a [b]dog[/b]. 

[h3]Pros[/h3]
+A true expansion rather than a small DLC.
+Huge amount of content and side activities.
+Fantastic new setting.
+Great pacing that gradually introduces new mechanics.
+Restaurant management remains addictive.
+Lots of collectables and completionist goals, including [url=https://www.screenhype.co.uk/all-fish-in-dave-the-diver-in-the-jungle-dlc/]82 new fish[/url] to find.
+Seamlessly integrates with the base game.
+Doggo.

[h3]Cons[/h3]
-You may accidentally spend a week+ doing nothing but playing DAVE THE DIVER.
-No night diving, but it's not a huge loss. 
-Eh, the final chapter's boss encounter is pretty gross. Fair warning for that. 

[b]9.5/10[/b]

[url=https://www.screenhype.co.uk/dave-the-diver-in-the-jungle-review/]Full review here[/url] with in-game screenshots and a fuller breakdown.",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228237143,76561199038271304,schinese,positive,TRUE,2026-06-18 16:43:12,2026-06-18 16:43:12,1781768592,1781768592,3,0,0.5533,TRUE,FALSE,如果能用之前的枪械我想说这是对丛林生物的酱味大鸡,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228237298,76561198772110432,koreana,negative,FALSE,2026-06-18 16:47:36,2026-06-21 01:19:28,1781768856,1781972368,0,0,0.5,TRUE,FALSE,본편이 재밌어서 기대를 굉장히 많이했는데 기대치에 못미침....,deleted,2026-06-25 19:10:21,2026-06-21 02:05:08,2026-06-25 18:40:18,0,,본편이 재밌어서 기대를 굉장히 많이했는데 기대치에 못미침....
228237414,76561198350404692,schinese,positive,TRUE,2026-06-18 16:50:52,2026-06-18 16:50:52,1781769052,1781769052,8,0,0.5792,TRUE,FALSE,好玩，爱玩，没玩过这种大排档烧烤捕鱼,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228237534,76561198046782364,russian,negative,FALSE,2026-06-18 16:54:27,2026-06-18 16:54:27,1781769267,1781769267,17,9,0.3155,TRUE,FALSE,Ачивки сложно было добавить?,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,업적 추가하는 게 어려웠나요?
228237594,76561198287301231,koreana,positive,TRUE,2026-06-18 16:56:07,2026-06-18 16:56:07,1781769367,1781769367,20,0,0.6786,TRUE,FALSE,"일단 잠깐해보고 평가씀.
그냥 DLC만 즐기려고 했는데 오랜만에 들어와보니까 공짜 DLC가 꽤 많이 생겨서 본편 다시한번 해보려고함.

본편 클리어 이후에 즐길수있는 추가 지역으로 사실상 본편과 분리된 지역. 본편에서 넘겨받을수 있는게
아주 없는것은 아닌데 몇개 안되고 거의 처음부터 해야하는듯?

유저를 배려해서 본편 건너뛰고 바로 진입할수있으니까 굳이 처음부터 안해도됨

미리 예약구매했던 사람든은 꾸러미 할인 같이 이것저것 해서 10프로쯤 싸게 구매가능한데
생각했던것보다 꽤나 신경써서 만들었더라. 본편 생각하면 약간 바가지였어도 이해했을텐데 오히려 싸게 느껴졌음.

DLC 팔이하는 다른 게임과 다르게 달라진 가게운영. 물고기 포획, 기타등등 미니게임이 들어나는데 꽤 할만함.
본편에서 인어마을 입장하고나면 재미가 떨어진다는 의견이 많아서 그랬는지 몰라도 조금만 해봤는데도
인어마을보다 재미있었음,",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,"일단 잠깐해보고 평가씀.
그냥 DLC만 즐기려고 했는데 오랜만에 들어와보니까 공짜 DLC가 꽤 많이 생겨서 본편 다시한번 해보려고함.

본편 클리어 이후에 즐길수있는 추가 지역으로 사실상 본편과 분리된 지역. 본편에서 넘겨받을수 있는게
아주 없는것은 아닌데 몇개 안되고 거의 처음부터 해야하는듯?

유저를 배려해서 본편 건너뛰고 바로 진입할수있으니까 굳이 처음부터 안해도됨

미리 예약구매했던 사람든은 꾸러미 할인 같이 이것저것 해서 10프로쯤 싸게 구매가능한데
생각했던것보다 꽤나 신경써서 만들었더라. 본편 생각하면 약간 바가지였어도 이해했을텐데 오히려 싸게 느껴졌음.

DLC 팔이하는 다른 게임과 다르게 달라진 가게운영. 물고기 포획, 기타등등 미니게임이 들어나는데 꽤 할만함.
본편에서 인어마을 입장하고나면 재미가 떨어진다는 의견이 많아서 그랬는지 몰라도 조금만 해봤는데도
인어마을보다 재미있었음,"
228237597,76561198964990288,english,positive,TRUE,2026-06-18 16:56:09,2026-06-18 16:56:09,1781769369,1781769369,6,0,0.3929,TRUE,FALSE,It was my favorite game of the last 5 years. I don’t even have to play a minute of the DLC to know I will love it. Good luck out there divers 🫡,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228237788,76561198038931832,english,positive,TRUE,2026-06-18 17:00:40,2026-06-18 17:22:46,1781769640,1781770966,90,7,0.5584,TRUE,FALSE,"Please add steam achievements for the dlc. If you skip to start the dlc you cannot earn achievements from the base game, so it would make sense to have something to earn in the dlc.",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228237865,76561199466582316,schinese,negative,FALSE,2026-06-18 17:02:34,2026-06-18 17:02:34,1781769754,1781769754,13,0,0.5763,TRUE,FALSE,怎么触发也不说，糊里糊涂玩了半小时。网上说开新游戏，确定就直接卡死,deleted,2026-06-23 15:30:33,2026-06-21 03:05:08,2026-06-23 15:23:17,0,,어떻게 트리거하는지 설명도 없어서 영문도 모른 채 30분을 했다. 인터넷에서 새 게임을 시작하라길래 확인을 눌렀더니 바로 멈춰버렸다.
228238202,76561198181216411,schinese,negative,FALSE,2026-06-18 17:11:04,2026-06-18 17:15:18,1781770264,1781770518,100,22,0.5227,TRUE,FALSE,"无语，进门三大雷：
1，班乔被改成满口文言文的酸儒
2，商品目录里有某二游亚克力
3，时间开始走了，不能无限制闲逛，而且时间设置的很紧张，连村子都走不完白天就快过完了
第一印象屌差属于是= =明天再玩玩看吧，不行就去玩别的了

编辑：
目前感觉是TMD鲛人村2.0……通马桶任务+星露谷式送礼加好感度不然你开店都没人来……呃呃呃
采集东西有些在建筑物后面或者侧面的很卡脚+卡视角
慎买！",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,"말이 안 나오네, 시작하자마자 세 가지 충격:
1. 반조가 입에 문어체만 늘어놓는 꽉 막힌 유교 학자로 바뀌었다
2. 상품 목록에 어떤 2D 게임 아크릴 피규어가 있다
3. 시간이 흐르기 시작해서 무제한으로 돌아다닐 수 없고, 시간 설정도 너무 촉박해서 마을을 다 돌아보기도 전에 낮이 거의 끝나버림
첫인상이 진짜 최악이네 = = 내일 다시 한번 해볼게, 안 되면 다른 게임이나 할 거야

편집:
지금 느낌은 진짜 망할 인어 마을 2.0 같아…… 변기 뚫기 퀘스트 + 스타다우너 스타일의 선물 주기로 호감도를 올려야만 가게에 손님이 오지…… 으으으
채집할 물건 중 일부는 건물 뒤나 옆에 있어서 발이 걸리거나 시야가 가려져 불편해
구매 시 주의!"
228238230,76561197996125966,english,positive,TRUE,2026-06-18 17:11:40,2026-06-18 17:11:40,1781770300,1781770300,0,0,0.4762,TRUE,FALSE,Hell Yeah !,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228238352,76561198026444359,english,positive,TRUE,2026-06-18 17:14:36,2026-06-18 17:14:36,1781770476,1781770476,0,0,0.4762,TRUE,FALSE,Dive the Daver in the Jungle!,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228238508,76561199521349012,schinese,positive,TRUE,2026-06-18 17:18:21,2026-06-18 17:18:21,1781770701,1781770701,1,0,0.5181,TRUE,FALSE,联动鸣朝我没绷住,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228238653,76561198088432735,koreana,negative,FALSE,2026-06-18 17:21:46,2026-06-18 17:43:52,1781770906,1781772232,0,0,0.4167,TRUE,FALSE,"엔딩 세이브를 돌려도 실행이 안되고
새로 시작해도 DLC가 안됨....",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,"엔딩 세이브를 돌려도 실행이 안되고
새로 시작해도 DLC가 안됨...."
228238792,76561198126457314,schinese,positive,TRUE,2026-06-18 17:25:38,2026-06-18 17:25:38,1781771138,1781771138,0,0,0.5,TRUE,FALSE,那个强化过滤器我强化了啊 一直卡在那里过不去,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228238798,76561199171742495,schinese,positive,TRUE,2026-06-18 17:25:46,2026-06-18 17:25:46,1781771146,1781771146,0,0,0.5,FALSE,FALSE,终于！,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,드디어!
228238851,76561199247292030,schinese,positive,TRUE,2026-06-18 17:26:55,2026-06-18 17:26:55,1781771215,1781771215,1,0,0.5238,TRUE,FALSE,"《重生之地表最忙潜水员的丛林征服物语 》
有更多的神秘小动画，更多的菜品，更多的故事，好评！（不知道你会死亡翻滚的鳄鱼叔叔是不是也能变成新的菜）",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239076,76561198166228696,tchinese,positive,TRUE,2026-06-18 17:32:23,2026-06-18 17:32:23,1781771543,1781771543,0,0,0.5,TRUE,FALSE,我也要養殖淡水魚啊！！想帶回家觀賞！,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239192,76561198146989897,schinese,positive,TRUE,2026-06-18 17:34:57,2026-06-18 17:34:57,1781771697,1781771697,29,0,0.7623,TRUE,FALSE,玩了一个多小时 感觉还不错 进入DLC的方法 先随便潜水回到船上后博士来找 对话完去寿司店乔对话 然后给博士打电话进入DLC,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239225,76561198082704516,english,positive,TRUE,2026-06-18 17:35:43,2026-06-22 01:14:36,1781771743,1782058476,1,0,0.4994,TRUE,FALSE,"It's a good day to dive!

I really liked the JRPG section of the game. I hope the guys will release a separate game in this genre.",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239234,76561199019617766,schinese,positive,TRUE,2026-06-18 17:36:04,2026-06-18 17:36:04,1781771764,1781771764,0,0,0.5,TRUE,FALSE,下午自动触发dlc剧情,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239294,76561199797537288,schinese,positive,TRUE,2026-06-18 17:37:38,2026-06-18 17:38:55,1781771858,1781771935,0,0,0.5,TRUE,FALSE,玩了一会dlc做的挺不错的 直接在餐厅过一天 然后就会触发dlc了 只不过烧烤有个bug，不知道点了什么，然后底下的栏目都没了,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239300,76561198032005459,english,positive,TRUE,2026-06-18 17:37:49,2026-06-18 17:40:09,1781771869,1781772009,1,0,0.5,TRUE,FALSE,"THE JUNGLE WAS EXACTLY WHAT THIS GAME NEEDED

I recently played Dave the Diver: In the Jungle and I had a great time with it. The DLC introduces a completely new environment that feels very different from the Blue Hole, which helps keep the game fresh even after many hours in the base game. Exploring the jungle, discovering new species, meeting new characters, and taking on new missions gave me that same sense of curiosity and adventure that made me love the original game.
What I enjoyed most was how naturally the new content fits into the existing gameplay loop. The new areas are fun to explore, and there are plenty of surprises that encouraged me to keep playing. The visuals are beautiful, the soundtrack matches the atmosphere perfectly, and the humor that Dave the Diver is known for is still present throughout the adventure.
The DLC is not revolutionary, and some tasks can become a little repetitive over time, but the amount of new content and the quality of the experience make it feel worthwhile. Overall, I think In the Jungle is a great expansion that successfully expands the world of Dave the Diver while keeping everything that made the original game so enjoyable. I would definitely recommend it to fans of the base game. 8.5/10.",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239463,76561199205886180,schinese,positive,TRUE,2026-06-18 17:41:51,2026-06-18 17:41:51,1781772111,1781772111,0,0,0.5,TRUE,FALSE,夯爆了，伟大无需多言,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239484,76561198380307566,tchinese,negative,FALSE,2026-06-18 17:42:17,2026-06-19 18:09:50,1781772137,1781860190,0,0,0.5492,TRUE,FALSE,"玩之前要先在STEAM更新戴夫，如果沒出現更新選項重啟STEAM就會出現了，祝各位玩得開心唷，我先來去了~~

先給倒讚，繁中的文本玩起來真的很出戲= =玩起來完全不對味",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,1,2026-06-22 04:05:10 positive->negative,"플레이하기 전에 먼저 스팀에서 ‘데이브’를 업데이트해야 해요. 업데이트 옵션이 보이지 않으면 스팀을 재시작하면 나타납니다. 다들 즐겁게 플레이하시길 바랄게요. 저는 이만 가볼게요~~

먼저 ‘싫어요’를 눌러둘게요. 번체 중국어 텍스트로 플레이하니 정말 몰입이 깨지네요 = = 플레이하는 느낌이 전혀 안 나요"
228239541,76561198796013581,tchinese,negative,FALSE,2026-06-18 17:43:48,2026-06-18 17:45:43,1781772228,1781772343,24,0,0.5946,TRUE,FALSE,"1.單純就遊玩樂趣來說DLC仍然是高品質
2.可惜DLC的翻譯問題很大，看得出來是直接將簡中轉換成繁中，沒有顧慮到在地化的問題，班喬在DLC簡直就像是不同的人，完全看不出來譯者刻意翻成文言文的用意是什麼，玩起來很出戲",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,"1. 단순히 플레이의 재미만 놓고 보면 DLC는 여전히 높은 품질을 자랑한다
2. 아쉽게도 DLC의 번역 문제가 심각합니다. 간체 중국어를 그대로 번체 중국어로 변환한 것이 눈에 띄며, 현지화 문제를 전혀 고려하지 않은 듯합니다. DLC 속 반조는 마치 다른 사람처럼 보이며, 번역자가 굳이 고전 문체로 번역한 의도가 무엇인지 전혀 알 수 없어 플레이할 때 몰입감이 깨집니다."
228239550,76561199511485533,english,positive,TRUE,2026-06-18 17:44:00,2026-06-18 17:44:00,1781772240,1781772240,0,0,0.454,TRUE,FALSE,"122 hours in and the jungle dlc was peak, will play again",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239819,76561198792002697,schinese,positive,TRUE,2026-06-18 17:49:57,2026-06-18 17:49:57,1781772597,1781772597,0,0,0.5,TRUE,FALSE,新dlc没想得好玩,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228239828,76561198859630956,english,positive,TRUE,2026-06-18 17:50:05,2026-06-18 17:50:05,1781772605,1781772605,0,0,0.4755,TRUE,FALSE,it's a good day to dive,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228240306,76561199061557263,english,positive,TRUE,2026-06-18 18:01:02,2026-06-28 19:30:33,1781773262,1782642633,17,1,0.5476,TRUE,FALSE,"[b]I'm going to keep this first half here to show what my first impressions were. To see my thoughts after beating it go past the line[/b]

I'm only about an hour in and already addicted again. So far this DLC is very fun and has the same classic charm as the original Dave the Diver. New amazing pixel-art animations, fish, fishing, etc.

However, it also has a lot of improvements too! The land parts of the game are much expanded, I've been having fun roaming around outside of the water. The day is also on a real-time sort of system rather than the Morning/Afternoon/Night system as before which feels more interesting. 

I'll probably come back to this once I beat the DLC with some more of my thoughts but so far its definitely worth it!

---------------------------------------------------------------------------------------------------

[b]Everything below this line is my thoughts from after I've finished the main story[/b]

Now that I've finished the DLC I'll talk about it here. Firstly: WORTH EVERY DOLLAR! This DLC could honestly be it's own standalone sequel to Dave the Diver, it has that much content in it! 

The underwater segments are just as familiar as in the base game, good old Dave the Diver, but there's also so much more. Like I mentioned above, a huge amount of content comes from things above the water as well as below. Whereas the base game only had a few things to do besides swimming around, this DLC has an entire turn based combat system for exploring above the water in the forest. There's also a village you go around slowly unlocking new things from the NPCs. The restaurant portion of the game also feels much smoother compared to the one in the base game. Hell, you can even battle beetles with each other if you wanted!

One thing I will say I do miss is the night dives. In the base game I always found myself frustrated that you are restricted to either doing the restaurant or a night dive. However, in the DLC the restaurant phase and the night phase are two separate portions of the day cycle. Despite this, you cannot do a night dive because of 'crocodiles.' This is one of my only gripes though, everything else is pretty good.

There were of course also little crossovers to different media/games but it doesn't intrude on the story or general vibe of the game. I didn't really recognize any of them besides Mita/Cappie and the green guy who likes candy but also that might just be on me (ie I probably live under a rock). I don't have anything against them but if you do then know their missions are optional. All they really do is have little mini-quests with the reward of unlocking them as restaurant staff. I will say this makes the restaurant staff options feel much more unique with their sets of abilities.

I was honestly really impressed. I went in expecting only a slightly different setting compared to the base game but ended up getting waaaay more. I don't want to ramble too long as some of my friends would say I do so I'll try to keep it concise. I was waiting down to the release date for this DLC and it did not disappoint. If you enjoyed Dave the Diver then you will absolutely enjoy the jungle DLC, I had a ton of fun.",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228240317,76561199446421671,schinese,positive,TRUE,2026-06-18 18:01:15,2026-06-18 18:01:15,1781773275,1781773275,0,0,0.5,TRUE,FALSE,"才刚刚玩一下新的DLC，马上就有第一次玩潜水员戴夫的新鲜感了！非常不错！
但是我觉得里面的有些东西很影响体验感，最严重的就是进出房屋一瞬间的割裂感，希望后续可以完善一下过度，过场动画等等。",active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,
228240684,76561199043496652,schinese,positive,TRUE,2026-06-18 18:09:56,2026-06-24 13:26:06,1781773796,1782275166,0,0,0.5,FALSE,FALSE,没有本体游戏捕鱼的特色，反而搞了一推自以为的任务，不就是小型星露谷吗，把自己最有特色点给抹平。喜欢星露谷可能会喜欢，正常来说一般般,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,1,2026-06-24 15:10:18 negative->positive,"본편 게임의 물고기 잡는 특색이 없고, 오히려 자기들만의 임무를 잔뜩 만들었습니다. 작은 스타듀 밸리 아닌가요? 자신들의 가장 특색 있는 점을 없애버렸습니다. 스타듀 밸리를 좋아한다면 좋아할 수도 있겠지만, 일반적으로는 그저 그렇습니다."
228240700,76561198798004343,schinese,negative,FALSE,2026-06-18 18:10:15,2026-06-18 18:10:42,1781773815,1781773842,11,0,0.5256,TRUE,FALSE,经典通马桶+送礼升好感度，我他妈玩这游戏是为了这些傻逼内容？,active,,2026-06-19 17:45:39,2026-06-30 10:10:19,0,,"클래식한 변기 뚫기 + 선물 주며 호감도 올리기, 내가 이 빌어먹을 게임을 이런 멍청한 콘텐츠 때문에 하는 거야?"
